t,x,y,p
0,219,108,1
1,1002,560,0
7,218,109,0
61,598,247,1
71,595,248,0
95,599,246,0
98,483,456,1
107,596,246,0
118,487,459,0
123,219,109,1
136,593,249,1
188,1150,410,1
222,71,255,1
307,218,110,0
355,185,277,1
447,494,444,1
491,218,111,1
570,498,407,0
649,218,112,0
740,1144,542,1
844,87,253,0
916,218,113,0
926,1149,411,1
1021,495,440,0
1045,595,225,1
1060,98,230,1
1087,491,456,0
1138,218,114,1
1164,71,254,0
1227,497,452,0
1307,241,272,0
1327,218,115,1
1459,729,79,0
1462,487,462,1
1469,467,462,1
1570,100,233,1
1607,218,116,1
1629,104,231,1
1669,497,451,0
1683,100,231,0
1749,104,230,0
1811,486,462,0
1830,218,117,1
1838,99,229,1
1891,495,432,1
1946,88,253,0
2012,217,117,1
2032,218,118,0
2089,101,233,1
2190,101,232,1
2287,492,417,0
2301,217,119,0
2317,144,299,1
2329,218,119,0
2392,492,456,1
2508,217,120,0
2549,218,120,0
2619,70,254,1
2702,217,121,0
2734,492,437,0
2747,1142,548,0
2763,72,272,1
2788,84,268,0
2811,105,229,0
2832,102,231,1
2920,85,257,0
2928,217,122,0
2941,1147,414,1
2972,595,251,0
2974,487,464,1
2986,487,465,1
3003,597,250,1
3013,596,251,0
3035,488,461,1
3103,217,123,0
3127,484,461,0
3197,486,458,0
3238,497,444,1
3362,217,124,0
3429,150,313,0
3537,509,407,1
3545,217,125,1
3550,1146,415,1
3626,953,690,0
3640,594,248,0
3691,595,248,1
3698,598,247,0
3702,487,463,0
3725,596,246,0
3725,599,246,1
3737,593,249,1
3752,598,248,1
3799,217,126,0
3903,147,314,1
3929,490,425,1
3989,495,435,0
4075,217,127,0
4253,185,276,1
4273,217,128,0
4310,216,128,0
4330,495,438,0
4333,493,456,1
4399,493,428,0
4407,595,241,1
4437,79,266,0
4480,601,218,1
4511,149,313,0
4511,491,420,1
4529,217,129,1
4594,216,129,0
4604,978,566,0
4741,497,446,0
4755,216,130,0
4760,242,274,0
4777,217,130,0
4804,501,404,0
4828,601,219,0
4869,725,86,1
4970,216,131,1
5042,487,457,0
5125,600,239,1
5137,216,132,0
5145,504,451,0
5149,1144,417,0
5211,217,132,1
5319,216,133,0
5319,72,259,1
5383,146,314,1
5528,216,134,1
5549,487,458,0
5661,71,253,1
5700,215,134,0
5727,216,135,0
5763,1143,418,0
5944,216,136,0
6109,215,136,0
6121,498,410,1
6146,494,430,0
6177,216,137,0
6229,73,273,0
6344,498,408,1
6368,490,424,0
6396,496,415,0
6429,216,138,1
6479,215,138,1
6560,595,251,1
6644,216,139,0
6685,597,251,0
6699,498,413,0
6702,215,139,1
6764,722,90,1
6852,216,140,1
6873,215,140,0
6906,504,447,0
6928,1137,562,0
7021,498,451,0
7024,505,449,1
7061,597,226,0
7074,215,141,0
7161,216,141,1
7263,215,142,1
7275,598,247,1
7290,595,248,0
7292,596,246,1
7317,76,250,1
7329,593,249,0
7341,1141,420,1
7349,216,142,0
7351,599,246,1
7363,598,248,1
7408,595,225,0
7484,100,233,0
7507,215,143,0
7541,100,231,0
7589,147,313,1
7599,491,454,1
7612,216,143,1
7684,215,144,1
7728,1247,347,0
7733,488,462,1
7752,104,230,0
7764,495,452,0
7781,242,268,1
7829,486,461,1
7839,99,229,1
7866,216,144,1
7925,215,145,0
8009,599,234,1
8010,494,439,1
8042,101,233,1
8123,70,255,0
8127,215,146,0
8181,1140,421,1
8249,216,145,1
8315,491,427,0
8318,215,147,1
8355,489,422,0
8363,98,230,1
8406,1160,402,0
8423,308,298,1
8531,1140,422,1
8542,495,441,1
8577,1135,567,0
8587,495,434,1
8587,508,406,0
8594,215,148,0
8668,506,403,1
8670,495,454,0
8676,509,401,0
8769,101,232,0
8774,149,312,1
8805,215,149,0
8841,102,231,1
8846,79,262,1
8857,105,229,1
8951,487,466,1
9062,215,150,0
9066,214,149,1
9077,498,452,1
9077,243,275,1
9082,308,297,1
9140,214,150,0
9167,77,272,0
9241,1139,423,0
9244,215,151,0
9270,509,403,1
9274,488,463,1
9297,214,151,1
9333,499,412,1
9382,1134,570,1
9476,214,152,0
9490,215,152,1
9529,619,253,0
9550,494,418,0
9676,94,268,0
9699,214,153,1
9744,246,258,0
9751,243,277,1
9762,496,453,1
9778,215,153,1
9779,1138,424,0
9891,214,154,0
9965,494,415,0
9985,215,154,0
10090,214,155,1
10102,499,409,1
10152,487,460,0
10176,595,251,0
10234,495,415,1
10247,596,251,0
10270,215,155,1
10280,597,250,1
10297,214,156,1
10310,1143,490,0
10350,593,249,1
10360,595,241,0
10381,499,445,1
10458,507,403,0
10465,495,453,0
10561,214,157,1
10635,1137,425,1
10757,498,414,0
10788,71,259,1
10871,214,158,1
10878,594,248,1
10883,598,247,0
10889,595,248,0
10902,184,281,1
10912,596,246,1
10937,599,246,1
11033,214,159,0
11110,486,465,1
11118,87,256,0
