t,x,y,p
0,500,462,0
5,500,415,0
59,858,632,1
65,1203,516,1
153,594,248,1
175,598,247,1
177,818,152,1
184,500,459,1
190,596,246,1
192,595,248,0
202,599,246,0
222,593,249,1
251,302,268,1
336,818,153,0
355,185,271,1
468,498,468,0
594,626,270,0
608,314,294,1
652,504,404,0
762,1202,518,0
806,69,257,0
856,817,154,1
885,501,410,1
898,935,534,1
904,499,408,1
964,505,403,0
1053,100,231,0
1062,817,155,1
1063,73,268,0
1069,100,233,0
1177,498,413,0
1196,499,438,1
1210,495,469,0
1251,499,434,1
1258,496,420,0
1272,104,230,0
1280,102,231,0
1316,625,271,0
1355,99,229,0
1406,496,467,1
1450,445,206,0
1482,1201,520,0
1498,504,455,0
1547,101,233,0
1562,101,232,1
1583,497,466,1
1615,512,401,1
1724,145,304,1
1728,243,272,1
1830,816,157,1
1859,188,267,0
1995,80,262,0
2070,156,328,0
2106,497,417,1
2238,187,268,0
2299,105,229,0
2353,84,257,0
2373,499,440,0
2414,301,268,1
2559,498,444,0
2576,503,449,1
2629,815,159,0
2788,502,404,0
2810,1199,524,1
2815,182,272,0
2832,502,412,1
2994,513,401,0
3029,815,160,1
3057,595,251,1
3136,444,211,1
3145,495,464,0
3151,1199,525,1
3174,597,250,1
3233,70,258,1
3236,502,458,0
3249,156,329,1
3300,623,276,1
3416,595,225,0
3434,182,271,1
3501,506,454,1
3523,814,161,1
3531,1198,526,1
3644,496,416,1
3674,502,409,1
3687,503,405,0
3707,498,470,0
3720,243,271,0
3721,505,456,0
3742,509,421,1
3759,845,549,0
3777,499,436,1
3793,598,247,0
3797,595,248,1
3807,596,246,0
3830,599,246,0
3855,595,247,0
3871,593,249,0
3881,814,162,0
3885,498,439,0
3931,443,213,1
3956,1198,527,0
3961,506,453,0
3969,497,419,0
3995,918,558,0
4113,242,274,1
4198,1197,528,1
4248,70,254,0
4310,1150,251,1
4322,813,163,0
4367,622,278,0
4406,443,214,1
4508,1197,529,1
4524,503,457,0
4632,242,269,1
4660,1191,527,0
4747,443,215,0
4763,813,164,1
4992,1196,530,0
5004,442,216,1
5016,504,456,0
5068,75,248,0
5107,503,410,0
5261,498,467,0
5320,621,280,0
5327,912,427,0
5355,505,452,0
5371,812,166,1
5459,442,217,1
5499,500,442,1
5612,506,420,1
5673,621,281,0
5704,503,407,0
5819,156,331,0
5827,812,167,1
5900,880,662,1
5910,497,414,1
5922,80,260,1
5941,184,261,0
6112,73,267,0
6117,811,168,0
6175,620,282,0
6225,497,444,0
6234,442,219,1
6245,493,424,0
6275,1071,627,0
6304,499,418,0
6370,503,469,1
6400,498,464,1
6449,187,270,0
6475,138,308,1
6509,441,220,1
6548,183,270,1
6559,811,169,0
6610,495,423,0
6658,312,296,0
6664,503,455,1
6664,595,241,1
6668,595,251,0
6744,69,256,1
6781,594,251,1
6794,499,431,0
6814,597,251,1
6838,441,221,1
6856,496,421,0
6925,507,405,0
6931,810,170,1
6945,500,432,1
7007,100,233,0
7031,497,431,1
7037,495,429,1
7045,187,273,0
7135,100,231,1
7136,74,247,0
7166,104,230,0
7167,619,284,1
7193,441,222,1
7196,75,247,1
7304,99,229,0
7310,810,171,0
7311,512,402,0
7358,594,248,0
7370,598,247,0
7389,595,248,0
7423,596,246,0
7440,593,249,0
7446,101,233,1
7449,599,246,0
7458,597,248,0
7497,441,223,0
7547,497,416,1
7647,928,546,1
7654,502,410,0
7674,619,285,1
7731,498,463,1
7757,809,172,1
7803,507,455,1
7849,505,406,0
7959,86,262,1
7959,500,403,1
7962,1192,539,1
7968,440,224,1
7981,70,255,1
8025,809,173,1
8087,618,286,1
8134,501,415,1
8178,1209,380,0
8191,1205,237,1
8248,440,225,0
8263,102,231,0
8267,101,232,1
8297,502,470,0
8321,105,229,1
8322,87,257,0
8347,494,421,0
8401,102,229,0
8403,618,287,0
8433,503,445,1
8453,507,454,0
8471,504,458,0
8522,513,402,0
8565,440,226,1
8630,242,270,1
8687,492,424,1
8773,808,175,1
8817,154,337,1
8875,504,449,1
8971,617,288,1
8979,500,435,0
8998,49,246,1
9011,493,423,1
9068,513,407,0
9123,440,227,1
9281,504,447,1
9325,495,426,0
9458,302,269,0
9513,1147,264,1
9701,807,177,0
9758,502,469,1
9769,1189,544,1
9996,80,261,0
10003,597,226,1
10077,616,290,1
10101,1052,516,0
10117,595,241,0
10133,1189,545,1
10146,439,230,0
10149,86,255,1
10165,504,469,0
10218,493,462,1
10379,595,251,1
10420,597,250,0
10570,501,460,0
10570,504,457,1
10664,498,466,1
10721,806,180,1
10878,499,470,1
10890,505,455,0
10900,86,256,0
10935,438,232,0
10997,595,248,0
