t,x,y,p
0,599,244,1
4,103,231,1
8,527,362,1
13,101,236,0
34,105,234,0
43,529,386,1
54,65,266,0
73,256,312,1
78,525,377,1
81,600,248,0
89,102,235,1
89,545,388,1
91,373,337,1
102,545,373,1
108,531,377,0
124,537,379,1
124,546,384,0
130,105,232,1
131,103,229,0
134,541,399,0
151,259,347,1
176,99,265,1
194,544,397,1
218,519,396,0
249,86,316,0
274,102,229,1
278,374,349,0
284,543,397,1
287,602,232,0
293,103,228,1
301,374,348,1
302,70,252,1
406,103,230,0
407,520,394,0
419,369,351,0
431,933,558,0
462,545,375,0
474,526,363,0
483,932,559,0
495,547,386,0
499,112,259,0
500,544,393,1
525,382,335,1
528,73,315,1
565,933,559,1
590,520,378,1
627,535,371,0
629,98,265,1
639,382,339,0
642,932,560,1
644,546,371,1
654,101,232,1
696,370,332,1
724,101,233,0
730,932,561,1
737,545,390,0
752,527,360,0
775,73,305,0
776,382,334,0
776,384,321,0
797,529,390,1
848,102,252,1
851,933,560,0
889,532,380,1
924,373,317,0
939,103,251,0
941,520,392,0
944,932,562,0
958,547,373,0
988,377,323,1
995,373,312,0
1013,112,265,0
1020,527,385,1
1036,386,327,0
1068,545,378,0
1081,536,398,0
1117,524,372,0
1134,374,315,0
1157,369,333,1
1212,529,357,1
1220,379,319,1
1246,79,249,0
1254,375,348,1
1280,932,564,0
1307,931,563,0
1320,931,564,0
1330,88,320,0
1343,932,563,1
1349,389,326,0
1395,382,338,0
1436,545,391,1
1454,519,398,0
1465,522,396,0
1507,528,378,1
1526,382,337,0
1529,529,384,1
1546,520,377,1
1568,534,398,0
1591,381,334,1
1638,529,385,1
1659,547,371,1
1687,931,565,0
1731,88,322,0
1731,526,384,0
1740,251,325,1
1751,112,266,0
1820,521,396,0
1831,73,291,0
1843,386,348,0
1847,547,370,0
1855,524,363,1
1869,373,335,0
1911,544,374,0
1924,546,369,0
1932,523,398,1
1932,530,385,0
1962,521,398,0
1964,544,391,1
1971,546,372,1
1974,536,400,1
2050,371,313,1
2124,545,386,1
2141,524,364,1
2141,520,400,0
2157,522,399,1
2165,371,314,1
2173,373,316,1
2182,529,380,1
2228,388,327,1
2242,373,336,1
2272,373,311,1
2284,521,377,0
2322,256,310,0
2326,252,326,1
2355,595,225,1
2375,522,390,0
2389,73,252,1
2402,103,254,0
2449,527,359,1
2459,261,340,1
2470,524,365,1
2568,374,347,1
2617,544,398,0
2661,597,248,1
2665,522,398,1
2671,253,329,1
2737,595,251,0
2737,596,251,0
2775,598,248,0
2778,597,250,1
2790,808,240,0
2793,254,354,1
2797,374,314,0
2808,375,347,1
2814,371,338,0
2818,375,346,0
2819,522,397,1
2833,385,349,1
2844,526,357,1
2848,546,375,1
2919,593,249,1
2919,382,336,0
2922,595,248,1
2962,593,248,1
2962,594,248,1
2967,533,373,0
2980,550,398,1
2983,522,391,0
3045,594,246,0
3055,593,245,1
3066,520,393,0
3083,546,373,1
3116,545,374,1
3163,529,358,1
3206,372,339,0
3222,521,392,1
3240,385,319,0
3259,374,351,0
3263,531,375,0
3278,522,373,0
3287,596,246,1
3309,535,380,1
3321,254,346,0
3406,543,395,0
3444,261,341,0
3473,538,356,0
3475,103,228,1
3495,927,577,0
3528,538,398,1
3592,546,388,1
3626,371,337,1
3631,599,244,1
3689,529,387,0
3718,102,251,0
3720,600,248,0
3726,252,325,0
3811,374,324,0
3814,528,360,0
3828,545,389,0
3851,527,361,0
3902,542,397,1
3908,112,268,0
3909,519,393,0
3924,371,350,0
3930,517,400,0
3960,373,334,1
3977,525,384,1
3979,547,385,0
3980,112,262,0
3980,101,253,0
3996,1099,0,0
4001,545,385,0
4044,371,339,0
4060,250,324,0
4064,103,253,1
4065,525,374,0
4069,112,263,0
4116,591,290,1
4146,544,392,0
4152,373,349,1
4179,374,316,1
4183,529,381,1
4209,374,313,0
4232,547,374,0
4273,530,360,1
4290,253,342,1
4295,927,582,1
4305,1099,1,0
4335,522,374,1
4339,543,399,0
4346,926,582,0
4354,529,361,1
4358,520,379,0
4406,926,583,0
4424,544,396,1
4442,260,323,0
4510,375,349,1
4536,548,370,0
4540,525,373,0
4598,926,584,1
4608,374,312,1
4610,373,347,1
4615,387,328,0
4616,537,399,0
4625,1099,2,1
4673,535,372,1
4680,926,585,0
4724,530,358,0
4739,386,346,1
4743,547,377,1
4757,529,388,1
4800,925,584,1
4815,386,321,1
4828,521,397,1
4838,86,315,0
4848,547,388,0
4871,373,314,1
4883,100,230,1
4884,74,313,1
4885,261,339,0
4899,373,350,1
4900,101,229,0
4911,925,587,1
4921,926,586,0
4922,524,367,0
4922,526,356,1
4935,100,231,0
4967,101,228,0
4974,112,261,0
5022,548,371,0
5023,369,342,1
5034,376,325,0
5035,528,361,0
5041,925,588,1
5042,383,333,0
5063,925,586,0
5091,547,369,0
5105,99,231,0
5186,370,343,0
5198,103,232,0
5198,373,310,1
5202,387,329,0
5213,105,228,1
5226,372,335,0
5250,102,231,0
5251,103,234,1
5256,379,320,1
5270,528,359,0
5282,547,372,1
5288,521,376,0
5291,88,321,0
5317,105,229,1
5410,538,357,0
5422,252,340,0
5434,380,336,1
5442,924,588,1
5495,252,333,1
5517,259,325,1
5518,98,230,1
5524,387,346,1
5532,100,232,0
5537,371,335,0
5566,388,328,0
5584,520,395,1
5601,527,386,1
5611,100,233,0
5626,97,231,0
5630,545,396,0
5642,386,347,0
5657,381,335,1
5680,548,372,0
5754,69,324,0
5763,544,395,0
5764,101,234,0
5771,372,340,1
5808,522,389,1
5816,526,360,1
5819,102,230,0
5820,369,337,1
5825,537,380,1
5872,112,293,1
5874,105,233,0
5892,378,329,1
5905,529,379,0
5907,542,398,0
5914,546,370,0
5917,371,341,1
5920,112,269,0
5978,104,228,1
5987,546,389,0
5991,105,234,1
6002,102,235,1
6005,103,231,1
6021,546,390,1
6022,105,232,0
6038,370,336,0
6039,103,229,1
6058,101,236,1
6093,532,374,1
6097,545,392,1
6097,103,228,0
6104,547,387,0
6136,72,250,0
6182,524,369,1
6231,252,321,0
6241,105,235,1
6247,597,251,0
6251,65,321,0
6312,594,251,0
6349,595,251,1
6351,102,229,1
6355,598,248,0
6378,597,250,1
6385,374,345,0
6385,68,272,0
6406,73,284,0
6414,78,248,0
6421,599,250,0
6437,546,385,0
6443,387,326,1
6448,528,387,1
6484,531,385,1
6529,532,375,0
6532,260,322,1
6545,595,248,0
6545,387,323,1
6547,593,249,0
6572,593,248,0
6580,545,395,1
6590,101,233,1
6596,546,371,1
6624,101,232,1
6627,530,386,1
6633,593,245,1
6639,594,246,1
6640,593,246,1
6643,528,358,1
6655,77,247,0
6699,387,324,1
6703,522,376,1
6730,533,398,1
6754,374,310,0
6812,525,372,1
6814,546,386,1
6857,545,372,0
6903,546,387,1
6998,253,344,0
7040,99,264,0
7067,251,340,0
7101,524,371,1
7120,528,389,1
7152,102,250,1
7177,524,368,1
7193,253,328,1
7228,599,244,1
7238,511,399,1
7258,376,326,0
7264,371,343,0
7279,600,248,1
7292,252,344,0
7317,82,310,1
7351,370,339,1
7623,547,376,1
7659,372,337,0
7700,529,362,0
7717,545,390,1
7739,544,397,0
7841,387,347,0
7873,377,325,0
7875,115,274,0
7903,536,399,1
7913,522,394,0
7914,256,313,1
7940,376,327,1
8015,372,336,0
8023,522,393,1
8026,381,328,1
8037,375,312,0
8074,530,382,1
8083,252,331,0
8094,69,322,1
8098,371,342,0
8141,374,311,1
8146,527,384,0
8196,373,313,0
8256,597,226,0
8280,548,373,0
8293,547,386,0
8295,372,314,1
8341,73,316,1
8351,386,320,1
8379,372,341,1
8386,547,371,0
8391,374,335,1
8446,266,327,0
8499,389,332,1
8508,111,262,0
8529,546,372,0
8547,374,315,0
8566,378,322,0
8586,253,316,1
8620,547,370,1
8683,76,257,0
8692,546,391,0
8733,536,372,0
8741,529,386,1
8769,1099,14,1
8780,80,247,1
8784,373,352,1
8813,526,359,1
8850,547,373,0
8873,378,321,0
8904,252,329,1
8985,383,332,0
9010,372,338,1
9025,368,330,0
9072,595,241,0
9167,521,394,0
9174,374,336,0
9235,530,388,0
9253,373,338,0
9283,250,322,1
9371,545,393,0
9371,545,394,1
9398,71,321,0
9408,525,363,1
9417,259,319,1
9443,602,232,1
9449,75,248,0
9481,251,332,1
9533,79,248,0
9552,545,391,1
9554,545,373,1
9563,917,614,1
9593,521,395,0
9610,547,378,0
9691,369,332,0
9708,526,364,1
9764,529,360,0
