t,x,y,p
0,775,695,0
59,920,630,1
277,651,646,0
333,651,644,1
342,1044,399,1
443,1046,406,0
489,651,645,0
730,651,647,0
932,1046,404,1
1079,1042,593,0
1086,1038,424,1
1334,651,648,1
1528,1138,414,0
1614,766,698,1
1836,1228,517,1
2161,773,696,1
2403,652,649,0
2538,1045,402,0
2631,1048,410,1
2643,774,696,0
2702,741,711,0
2717,652,648,1
2732,651,649,1
2766,652,651,1
3251,1048,412,0
3334,916,675,0
3375,1265,523,0
3443,652,652,1
3566,652,650,0
3919,653,651,0
3921,771,696,1
3950,768,676,1
3998,653,654,1
4056,1235,568,1
4100,653,650,1
4128,693,483,1
4157,777,698,1
4316,1049,413,1
4406,858,624,1
4871,652,655,1
4874,773,693,1
5005,653,652,1
5016,3,711,0
5100,777,699,1
5183,653,655,0
5264,746,711,1
5430,651,650,0
5455,1058,585,0
5466,653,656,1
5587,920,629,0
5633,1045,448,0
5731,654,657,1
5774,1052,423,0
5967,654,658,0
5970,774,695,0
6005,1135,206,1
6092,652,656,1
6158,1054,428,0
6183,652,653,1
6402,778,698,0
6420,654,660,1
6461,765,699,0
6587,654,659,1
6591,740,716,1
6645,918,630,0
6685,743,710,0
6906,1218,597,1
6985,957,582,0
7032,1225,599,1
7042,653,659,0
7054,652,658,0
7064,804,709,0
7230,653,661,0
7389,1134,657,1
7686,776,697,1
7789,775,696,0
7847,655,662,0
7970,777,697,0
7970,763,697,1
7996,745,717,0
7997,777,696,1
8084,1277,499,0
8108,655,664,1
8126,739,714,0
8131,1099,712,0
8244,778,696,1
8350,777,700,0
8610,654,661,1
8617,655,663,0
8792,772,694,0
8940,1112,355,1
8991,775,694,0
9051,776,695,0
9090,655,666,1
9460,335,645,0
9546,656,666,0
9615,656,667,1
9827,529,7,1
9833,530,6,0
9856,774,694,0
9880,744,709,0
9972,655,665,1
10099,777,716,0
10162,528,7,1
10188,654,662,1
10285,1125,583,0
10462,656,669,1
10630,1212,665,0
10639,745,710,0
10639,529,5,0
10672,656,670,0
10692,1213,654,0
10731,776,698,1
10753,1053,426,0
10950,657,670,1
11132,777,701,0
11225,655,668,0
11239,1249,478,1
11404,529,6,1
11451,776,696,0
11588,778,697,0
11599,657,672,1
11799,656,671,1
11816,766,699,0
11882,1160,506,0
11920,846,60,1
12017,1171,629,1
12120,528,6,0
12173,527,7,1
12292,528,5,0
12319,1229,688,0
12355,656,672,0
12485,807,706,0
12496,528,7,1
12546,7,713,0
12620,778,699,0
12747,657,674,0
12924,657,673,1
12945,1272,666,0
12996,1200,539,0
13008,776,700,0
13057,657,671,0
13174,978,629,0
13194,748,712,0
13226,777,697,0
13243,777,698,0
13283,527,5,0
13287,792,611,1
13328,775,688,1
13393,767,704,1
13428,526,7,0
13464,777,699,0
13477,777,702,1
13655,527,6,0
13864,777,695,0
13909,777,694,1
14015,1251,278,0
14123,1164,622,1
14219,1109,584,1
14332,777,703,1
14346,768,703,0
14363,1210,77,1
14382,658,677,0
14388,772,672,1
14410,658,674,0
14426,778,700,0
14465,745,713,0
14603,658,676,1
14632,776,694,1
14732,922,630,1
15129,780,699,0
15240,659,681,0
15273,525,7,1
15435,778,675,0
15463,659,680,1
15473,778,698,1
15558,767,677,0
15698,765,697,1
15732,777,700,1
15777,776,699,1
15820,773,694,0
15839,526,6,0
15969,767,687,1
16107,574,410,0
16172,777,696,1
16210,1268,467,0
16445,525,6,1
16447,776,673,1
16501,1121,565,0
16595,779,699,1
16841,1213,585,1
16926,779,700,0
16944,777,673,1
16958,1273,659,0
17069,1249,513,1
17118,778,678,0
17323,826,443,0
17330,779,697,1
17393,524,7,0
17423,776,702,0
17723,524,6,0
17927,661,683,0
18042,659,682,0
18090,748,713,1
18495,660,686,1
18593,660,684,0
18905,660,687,1
18966,767,699,0
19097,768,704,0
19361,768,702,0
19461,1080,572,1
19599,922,627,1
19680,778,674,1
19768,776,701,1
19947,1151,602,0
20041,659,687,1
20201,776,697,1
20232,1211,502,1
20585,865,626,0
20725,865,628,1
20979,661,691,0
21181,746,710,0
21182,747,711,0
22086,864,625,1
22157,777,701,0
22314,779,677,0
22406,863,631,1
22461,775,701,1
22473,779,676,1
22680,777,672,0
22688,1270,668,0
22752,775,703,0
22783,663,697,1
22789,1204,544,0
23061,777,697,0
23160,777,698,0
23170,864,624,0
23242,778,697,0
23843,863,630,0
23861,1248,504,1
23862,778,699,1
24527,778,695,1
24566,1089,604,0
24682,1268,505,0
24733,1089,602,0
24881,767,703,1
25263,779,698,0
25400,777,699,0
25430,778,701,1
25748,778,698,0
25951,926,667,1
26007,779,675,1
26048,864,627,0
26140,1110,702,1
26165,922,629,1
26317,749,714,1
26330,923,607,1
26672,778,673,1
26786,779,696,0
26927,1267,553,1
27266,780,702,0
27700,924,628,1
27755,778,696,1
28196,778,679,0
28348,518,7,1
28398,864,626,0
28650,766,698,1
28662,517,7,0
28779,1238,485,1
29045,776,696,1
29046,748,716,1
29083,1247,671,1
29637,767,704,1
