t,x,y,p
0,807,106,1
16,650,699,0
113,649,594,1
230,462,584,0
239,809,107,0
247,650,594,1
273,738,711,1
370,808,108,1
374,855,627,0
390,645,642,0
407,809,108,0
422,809,106,1
491,650,595,1
633,809,109,1
693,646,642,0
699,650,596,1
828,649,595,0
837,1116,575,1
887,808,109,1
921,809,110,1
963,650,597,0
1046,652,700,1
1067,650,593,1
1086,810,109,1
1134,649,596,1
1158,646,647,0
1182,653,705,1
1194,654,706,0
1229,810,110,0
1250,645,644,0
1309,653,707,0
1323,648,594,0
1326,810,108,1
1365,810,111,1
1413,650,598,1
1416,652,705,0
1489,856,626,0
1497,653,704,0
1568,652,707,0
1568,738,712,1
1582,809,111,0
1669,651,596,0
1716,653,706,0
1740,810,112,0
1761,653,709,0
1982,810,113,1
2001,651,600,0
2101,811,112,1
2131,649,597,0
2214,651,599,1
2255,809,112,1
2265,650,599,0
2270,811,111,0
2369,811,113,1
2393,774,700,1
2440,811,114,1
2454,806,104,0
2463,646,645,0
2522,810,114,1
2547,651,601,0
2618,653,708,1
2668,772,700,0
2718,652,712,0
2725,651,598,0
2746,811,115,1
2780,651,602,0
2781,740,715,1
2846,761,704,1
3086,811,116,0
3119,647,650,1
3189,812,116,0
3228,650,601,1
3231,812,115,1
3247,651,603,0
3287,812,114,1
3363,650,600,1
3447,812,117,1
3485,654,714,0
3489,652,600,1
3529,646,649,1
3604,655,714,0
3610,647,648,1
3639,810,115,1
3671,652,603,0
3722,647,651,0
3743,652,604,1
3750,812,118,1
3776,772,701,0
3863,652,602,0
3884,811,117,0
3887,894,562,1
3891,742,712,0
3966,655,715,0
4058,813,118,0
4089,805,710,0
4118,812,119,0
4166,647,652,0
4193,813,119,1
4205,652,605,1
4266,647,653,1
4270,741,716,1
4316,651,604,1
4349,813,120,1
4440,739,715,0
4465,652,606,1
4544,813,117,1
4580,653,603,0
4603,651,597,0
4713,650,603,1
4734,656,719,1
4741,654,710,1
4742,653,606,0
4789,812,120,1
4793,652,607,1
4793,656,717,0
4794,647,649,0
4820,813,121,0
4897,776,699,0
4962,291,457,0
4998,811,118,1
5014,814,120,1
5063,656,718,0
5083,814,121,0
5130,756,699,0
5139,919,630,0
5161,1118,567,0
5179,655,712,1
5180,648,657,1
5214,813,122,1
5233,814,122,1
5317,745,713,1
5319,646,650,0
5343,814,119,0
5434,652,608,1
5501,655,718,1
5532,814,123,0
5540,810,709,1
5612,654,711,0
5624,653,608,1
5718,651,605,0
5751,653,609,0
5755,815,122,0
5792,814,124,1
5823,653,607,0
5827,856,629,1
5849,815,123,1
5919,739,711,1
5923,653,610,0
5941,739,714,0
5973,815,124,0
5983,648,655,0
6007,766,702,1
6016,813,123,0
6032,651,606,0
6095,813,116,1
6166,815,125,0
6172,884,635,0
6264,813,121,0
6330,653,611,0
6405,814,125,0
6467,815,126,0
6531,814,122,1
6620,833,630,0
6624,744,711,0
6727,742,715,1
6729,654,609,0
6740,652,609,1
6745,739,710,1
6802,816,126,1
6892,739,712,1
6902,741,713,0
6926,816,125,0
6930,816,127,1
6939,815,127,0
7181,744,715,0
7212,654,611,0
7218,653,612,1
7226,816,128,1
7251,806,710,1
7279,860,629,1
7284,745,712,0
7288,654,613,0
7322,816,124,1
7336,654,612,0
7373,814,126,1
7400,654,614,1
7408,655,613,0
7428,1274,145,0
7467,816,129,0
7501,653,605,1
7515,653,613,1
7520,815,128,0
7525,741,711,0
7547,907,697,1
7601,730,402,0
7615,1176,530,0
7651,817,128,1
7723,817,129,0
7755,653,614,1
7817,649,662,1
7817,654,615,0
7869,740,709,1
7886,816,130,0
7927,817,130,1
7995,817,127,1
8029,650,664,0
8042,747,711,1
8129,649,663,1
8174,817,131,1
8266,816,127,0
8332,654,616,1
8493,816,131,0
8538,740,713,1
8545,817,132,1
8550,648,668,0
8567,815,130,1
8650,818,132,1
8683,818,131,1
8690,649,660,0
8895,818,133,1
8912,745,708,1
8936,817,133,0
8972,741,710,1
9000,655,618,0
9001,655,617,1
9036,817,129,1
9047,654,617,0
9078,883,488,1
9084,818,130,1
9158,818,134,1
9193,776,700,0
9196,815,129,0
9221,776,698,1
9228,653,616,0
9352,650,669,0
9371,809,708,0
9410,654,618,1
9439,819,133,0
9484,819,134,0
9485,655,614,0
9543,655,619,1
9568,650,668,0
9595,818,135,0
9647,819,135,0
9769,818,132,0
9786,817,134,0
9792,655,620,1
9830,744,712,0
9883,1065,574,0
9906,655,616,0
9912,649,664,1
9931,777,697,1
9932,819,136,0
9948,744,716,0
10027,818,136,0
10086,649,665,1
10112,655,621,0
10202,819,137,0
10330,818,129,1
10332,820,136,1
10385,650,667,0
10440,744,710,0
10460,820,137,1
10461,819,134,0
10607,820,138,0
10619,819,138,1
10629,743,711,0
10683,651,670,0
10719,745,709,0
10720,745,711,1
10720,654,620,0
10737,743,714,0
10739,656,622,1
10768,777,698,1
10789,656,621,1
10828,656,623,0
10879,746,708,1
10881,820,135,0
10891,820,139,1
10944,818,137,1
11025,655,622,1
11062,650,670,1
11102,654,622,0
11156,819,139,0
11192,820,140,0
11228,741,715,1
11231,655,623,0
11232,819,132,0
11242,656,624,0
11298,651,672,0
11301,821,139,1
11304,821,140,0
11328,821,138,0
11397,657,624,1
11441,255,630,0
11508,744,707,0
11544,742,711,1
11581,821,141,1
11600,820,141,1
11669,744,713,1
11693,657,621,0
11741,651,674,0
11751,820,138,1
11784,742,716,1
11865,656,625,0
11886,821,142,0
11916,821,137,0
11975,657,626,0
12040,822,141,1
12045,819,140,1
12146,652,675,0
12147,820,142,1
12169,820,141,1
12181,821,143,1
12197,822,142,0
12349,656,619,0
12370,822,143,0
12375,742,708,0
12405,745,710,1
12472,822,140,0
12504,655,624,1
12576,822,144,0
12606,657,627,0
12614,747,712,1
12616,651,671,1
12638,821,144,0
12661,860,630,0
12669,777,696,0
12671,656,626,0
12833,822,145,0
12851,747,709,0
12908,772,703,0
12911,657,628,0
12956,652,677,1
12981,861,630,1
12991,743,451,0
13055,821,145,0
13058,777,695,0
13063,823,145,0
13067,823,143,1
13069,823,144,0
13123,652,678,0
13167,766,701,1
13185,920,627,1
13206,822,146,1
13226,656,627,0
13270,955,674,0
13296,823,146,1
13378,820,143,1
13396,657,629,0
13555,823,147,0
13657,744,708,1
13661,822,147,1
13665,743,709,0
13751,745,457,0
13751,964,465,0
13772,652,676,1
13808,657,630,1
13820,658,630,0
13825,823,148,0
13874,657,625,0
13907,824,147,1
13914,824,146,1
13996,739,713,0
14005,824,148,1
14038,745,459,1
14075,651,675,1
14076,776,693,0
14132,823,149,0
14157,658,631,0
14163,822,139,0
14196,823,142,0
14219,810,708,0
14230,822,142,0
14239,824,149,0
14256,741,410,1
14280,743,712,1
14291,658,632,1
14301,775,699,0
14328,742,713,1
14351,656,630,0
14542,824,150,0
14572,822,148,0
14626,651,680,1
14655,658,633,0
14662,823,150,0
14688,658,629,1
14770,825,149,1
14798,825,150,0
14849,824,151,1
14873,653,683,1
14880,825,148,0
14942,776,696,0
14954,825,151,0
15003,650,679,1
15031,824,145,0
15048,1115,567,0
15200,824,152,0
15215,825,152,0
15222,658,634,1
15236,653,682,1
15271,747,710,0
15346,659,633,1
15401,651,683,1
15458,825,153,0
15626,824,153,1
15655,826,153,0
15672,826,152,0
15689,659,635,0
15744,659,636,1
15748,823,151,1
15770,825,154,0
15777,659,637,0
15795,776,694,0
15894,746,462,0
15897,826,154,0
16040,658,635,0
16054,826,150,1
16091,659,634,0
16102,826,151,1
16106,823,152,0
16183,826,155,0
16210,825,155,0
16255,652,679,1
16256,658,636,0
16264,800,704,0
16296,920,630,0
16383,827,155,0
16442,826,156,1
16499,824,154,1
16558,659,638,1
16564,827,154,0
16632,1247,487,0
16679,658,637,1
16682,827,156,0
16695,660,637,0
16705,827,153,0
16727,825,156,0
16748,778,697,0
16778,826,157,0
16868,652,688,0
16880,827,157,1
16893,660,638,0
16908,654,687,1
16914,653,684,0
17002,824,155,0
17111,778,695,0
17126,827,158,1
17170,765,702,1
17222,826,158,1
17293,659,639,1
17300,825,157,0
17324,828,157,0
17344,828,156,0
17414,827,159,0
17418,660,639,1
17435,828,158,0
17498,749,473,0
17529,660,640,1
17580,660,641,1
17604,822,149,0
17633,828,159,0
17655,654,686,0
17725,826,159,0
17738,827,160,1
17772,828,160,1
17798,749,472,1
17840,654,688,1
17910,775,698,0
17948,740,711,0
18033,766,704,0
18043,829,159,0
18044,479,326,1
18056,827,152,0
18057,828,155,0
18077,829,157,0
18086,828,161,0
18129,750,478,0
18156,827,161,1
18175,828,158,0
18190,829,160,1
18293,750,476,0
18337,829,161,0
18383,776,697,0
18386,828,162,1
18416,657,631,0
18417,767,701,1
18440,771,679,0
18501,829,162,0
18523,660,642,0
18543,829,158,0
18573,774,699,1
18633,661,641,1
18689,747,714,0
18693,750,477,1
18719,829,163,1
18734,766,703,1
18739,775,701,0
18760,827,162,0
18765,828,163,1
18765,765,703,1
18772,830,160,0
18864,826,160,1
18881,751,480,0
18892,660,636,0
18925,661,643,1
