t,x,y,p
0,593,178,0
15,805,633,0
23,773,692,0
24,748,708,1
31,1061,587,1
35,595,178,0
38,592,180,0
58,806,638,0
59,806,639,0
125,593,181,0
160,594,181,0
192,749,712,1
195,772,689,1
198,595,171,1
217,865,624,1
240,593,179,0
293,595,180,0
308,592,181,1
355,591,179,0
365,742,708,1
391,776,693,0
397,571,502,0
401,593,182,0
424,595,181,1
443,703,555,1
450,594,182,0
455,862,620,1
613,772,694,0
617,591,180,0
617,592,182,0
629,774,669,0
637,594,183,0
677,593,183,1
725,865,622,0
757,595,182,1
852,809,703,1
900,596,179,0
902,592,183,0
907,595,183,0
918,594,184,1
951,92,716,1
978,593,184,1
985,772,693,0
1060,595,184,0
1061,596,180,1
1161,769,690,0
1165,780,701,0
1169,805,635,1
1180,594,185,1
1237,592,184,0
1251,558,101,0
1260,591,183,1
1262,596,182,1
1270,593,185,1
1375,595,185,1
1442,591,182,0
1458,747,708,1
1465,596,184,0
1465,1126,20,0
1476,592,185,0
1486,595,181,1
1488,594,186,1
1527,594,183,1
1535,593,186,1
1564,760,691,1
1593,595,186,1
1667,595,179,1
1675,807,646,0
1676,866,624,1
1715,594,187,0
1745,596,183,0
1767,570,501,0
1797,596,186,1
1804,592,186,1
1824,593,187,0
1829,91,716,1
1832,595,187,0
1867,596,185,1
1937,591,181,1
1955,596,181,0
2018,594,188,1
2050,595,188,0
2063,807,644,0
2080,590,176,0
2101,1166,535,1
2110,593,188,0
2116,594,186,0
2128,813,704,1
2163,865,623,0
2193,1060,563,1
2256,594,189,1
2313,782,691,1
2356,595,189,0
2357,592,187,1
2357,596,187,1
2419,593,189,1
2474,596,188,0
2497,591,184,0
2509,594,190,1
2520,593,188,1
2537,592,188,0
2597,595,190,0
2639,593,190,0
2681,1240,630,1
2746,596,189,1
2799,780,698,0
2804,595,191,0
2812,596,190,0
2815,594,191,0
2866,592,189,1
2899,819,702,1
2978,779,672,0
2987,568,346,0
2998,593,191,1
3055,596,191,1
3063,595,192,1
3075,594,192,0
3080,591,185,1
3223,592,190,0
3229,766,696,0
3309,593,192,1
3319,596,192,0
3340,595,193,0
3376,773,691,0
3381,861,620,1
3381,594,193,1
3405,597,190,1
3456,745,708,0
3537,596,193,1
3542,597,188,0
3564,595,194,0
3621,592,191,1
3644,593,193,1
3661,594,194,0
3691,811,703,0
3726,922,628,0
3739,773,694,1
3788,1064,564,0
3797,596,194,1
3817,597,191,1
3827,597,189,1
3868,597,192,1
3869,595,195,0
3894,592,192,1
3905,593,194,1
3922,594,195,1
3945,776,671,0
3963,558,100,1
4005,596,195,1
4013,597,194,0
4028,771,694,0
4056,762,696,1
4064,597,193,1
4073,775,692,1
4073,749,710,1
4114,595,194,1
4142,595,196,1
4171,597,187,1
4190,594,196,1
4205,596,191,0
4213,763,692,1
4237,596,196,1
4237,593,195,1
4365,595,197,0
4386,592,193,1
4417,593,196,1
4455,782,692,0
4463,594,197,1
4467,597,195,0
4506,774,692,1
4537,596,197,0
4555,777,692,0
4576,595,195,1
4577,767,697,0
4638,597,196,0
4665,595,198,1
4695,765,693,0
4698,87,719,1
4710,594,198,1
4711,591,186,0
4743,596,198,1
4750,569,500,1
4752,862,621,0
4780,988,79,1
4876,744,707,0
4890,593,197,0
4913,1063,589,1
4940,593,198,0
4942,595,199,1
4950,596,199,0
4961,597,197,1
4970,764,697,0
5003,597,198,1
5051,778,671,1
5063,594,199,1
5109,744,711,0
5156,595,200,0
5221,761,693,1
5238,596,200,1
5288,592,196,1
5290,594,200,1
5319,592,195,0
5344,597,199,1
5380,595,198,0
5404,747,707,0
5405,1182,528,0
5454,595,201,0
5458,592,194,0
5487,779,671,1
5511,597,200,0
5531,596,201,1
5535,861,621,1
5550,817,702,1
5570,593,199,0
5621,1181,526,1
5645,594,201,1
5677,569,499,1
5717,596,202,1
5739,595,202,1
5789,597,201,1
5797,595,200,1
5838,923,625,0
5875,777,671,1
5882,594,200,1
5964,766,701,1
5965,597,198,1
5968,593,196,0
5988,597,202,0
5995,596,203,1
5995,594,202,1
6002,593,200,1
6028,776,691,1
6029,595,203,0
6057,763,697,1
6156,1081,587,1
6160,593,201,1
6172,597,203,0
6183,594,203,1
6205,598,197,0
6233,598,201,1
6242,598,199,1
6243,595,204,1
6253,598,200,0
6253,596,204,1
6300,748,709,1
6334,869,330,0
6385,598,198,0
6422,597,204,1
6437,594,204,1
6484,596,205,1
6560,595,205,1
6575,598,202,0
6641,814,704,1
6666,767,700,1
6682,597,205,1
6689,597,200,1
6692,774,693,0
6752,593,202,1
6769,598,204,0
6782,596,206,0
6832,765,694,0
6853,11,714,0
6865,595,206,0
6901,594,205,1
6916,597,206,0
6933,778,693,0
6972,745,711,1
6993,598,203,0
7029,596,207,1
7107,597,207,0
7113,774,670,1
7114,778,695,1
7130,595,207,0
7133,594,206,0
7179,598,205,0
7210,595,206,1
7237,593,203,0
7249,772,670,1
7301,781,689,0
7302,596,208,0
7331,767,696,0
7394,597,208,0
7406,595,208,1
7408,593,205,0
7411,598,206,0
7461,779,696,0
7475,592,198,1
7529,594,203,1
7572,596,209,0
7573,594,207,0
7576,594,208,1
7578,593,204,0
7582,598,207,1
7587,994,550,0
7617,87,718,1
7621,594,204,1
7627,597,209,0
7652,768,689,0
7695,771,671,0
7717,596,206,0
7729,598,208,0
7731,595,209,1
7735,777,695,0
7789,569,498,0
7804,773,693,1
7808,749,713,1
7827,596,210,0
7865,597,210,1
7925,595,210,1
7933,775,693,1
7950,597,207,1
7957,557,98,1
7957,11,716,0
7968,595,208,0
8022,596,208,0
8028,594,209,1
8039,598,209,1
8058,777,693,0
8068,596,211,1
8128,597,211,0
8159,776,695,0
8194,776,694,0
8201,595,211,0
8227,598,210,0
8300,596,212,1
8323,89,717,1
8335,1246,671,0
8368,568,498,1
8384,746,708,0
8390,598,211,0
8412,597,212,1
8441,599,206,0
8454,864,621,0
8466,599,207,1
8469,599,208,1
8469,765,697,1
8476,807,704,0
8496,781,693,0
8505,777,694,0
8517,594,210,0
8528,595,212,0
8532,597,210,0
8598,741,709,1
8601,593,209,0
8613,598,212,0
8619,772,687,0
8623,597,213,1
8630,596,213,1
8635,774,691,0
8642,1170,546,1
8673,599,210,0
8739,810,706,1
8762,594,211,0
8788,599,209,1
8819,595,210,0
8838,821,700,0
8843,774,694,0
8873,598,213,1
8876,595,213,0
8883,0,714,1
8889,597,214,0
8897,596,214,0
9069,595,214,1
9080,598,214,0
9085,597,215,0
9111,596,212,0
9114,1064,586,1
9145,1062,587,0
9149,801,708,0
9170,593,207,0
9181,594,212,0
9215,596,215,1
9255,599,212,0
9262,807,705,0
9271,598,208,1
9278,599,211,1
9303,598,215,0
9339,813,707,1
9348,599,213,0
9367,597,216,0
9409,595,215,1
9425,596,216,1
9430,598,207,0
9457,765,696,0
9496,598,216,0
9552,568,497,1
9570,594,213,1
9636,597,217,0
9647,1060,566,0
9654,594,214,0
9654,597,214,1
9658,595,216,1
9699,593,206,0
9701,596,217,0
9709,599,214,1
9781,779,675,0
9796,598,213,0
9799,776,693,0
9802,598,217,1
9807,859,622,0
9814,597,215,1
9814,632,391,0
9835,599,215,1
9840,594,215,0
9923,777,690,1
9926,597,218,0
9959,598,211,0
9992,768,690,0
10000,596,218,1
10012,599,216,0
10025,598,218,1
10136,599,217,1
10155,595,217,0
10196,598,219,0
10220,597,219,1
10266,596,219,1
10384,599,218,1
10412,864,622,0
10421,595,218,1
10436,597,220,1
10498,598,220,0
10505,599,219,1
10521,762,697,1
10570,596,220,0
10611,632,152,1
10654,598,218,0
10689,597,221,1
10705,764,696,1
10714,598,221,0
10748,12,714,1
10756,776,692,0
10760,776,670,0
10774,599,220,1
10810,594,216,0
10812,595,219,0
10845,596,221,1
10900,863,621,1
10903,780,675,1
10917,599,221,1
10931,597,222,0
10949,764,695,0
10964,594,217,1
10995,598,222,1
11075,758,692,0
11084,779,674,1
11108,596,222,0
11112,770,693,0
11122,595,220,0
11155,766,695,0
11219,597,223,1
11229,599,222,1
11237,595,221,0
11240,749,711,1
11254,598,223,0
11262,770,692,1
11275,1218,655,0
11294,1062,567,1
11410,599,223,0
11422,596,223,0
11467,598,222,1
11474,598,224,0
11526,745,707,0
11527,597,224,0
11533,600,219,0
11550,861,625,0
11599,771,693,0
11611,595,222,1
11613,771,692,0
11631,767,695,0
11676,599,224,1
11684,598,225,0
11712,600,220,0
11715,596,224,1
11718,824,719,1
11772,597,225,0
11837,775,670,0
11873,600,221,0
11891,600,223,0
11909,599,225,0
11931,600,222,0
11935,598,223,0
11940,863,624,0
11958,600,218,0
11959,766,694,0
11964,598,226,0
11985,596,225,1
11996,596,222,0
12007,597,226,0
12065,568,496,1
12075,773,671,0
12078,595,223,1
12122,600,224,0
12133,599,226,1
12178,774,686,1
12186,767,699,1
12188,773,689,0
12220,598,224,0
12230,598,227,0
12242,595,225,0
12282,595,224,0
12295,597,225,0
12302,597,227,1
12321,567,496,0
12388,765,699,0
12399,600,225,0
12411,599,227,1
12429,812,703,0
12444,596,226,1
12455,598,228,0
12514,598,225,0
12556,777,670,0
12574,597,228,0
12593,599,228,0
12599,779,673,1
12622,600,226,1
12631,772,692,1
12642,596,227,0
12667,762,695,1
12704,822,702,0
12780,597,229,1
12788,598,229,1
12793,775,692,1
12798,762,691,1
12826,1124,572,0
12832,599,229,1
12843,596,228,1
12909,600,228,0
12912,811,704,0
12915,600,227,1
12961,86,718,1
13012,595,226,0
13039,598,230,1
13087,597,230,1
13096,763,696,1
13101,599,230,0
13111,596,223,1
13201,598,231,1
13322,599,231,1
13328,596,229,0
13344,600,229,0
13345,601,225,1
13350,597,231,0
13362,1064,566,0
13438,600,230,1
13465,770,656,1
13497,596,230,0
13508,596,231,0
13541,598,232,1
13549,772,693,0
13564,599,232,0
13583,776,688,0
13597,567,495,0
13622,778,694,0
13626,600,231,1
13687,597,232,0
13752,2,713,0
13759,598,233,0
13766,862,625,1
13782,749,709,1
13817,600,232,1
13836,599,233,0
13838,860,621,1
13855,598,231,0
13865,778,689,0
13870,595,229,0
13872,770,695,1
13889,779,694,1
13951,597,233,1
13971,778,675,0
13993,599,231,1
14001,1121,566,1
14004,1124,573,1
14011,599,234,1
14062,598,234,0
14079,600,233,1
14084,866,622,0
14178,746,707,0
14200,775,694,0
14201,556,96,0
14215,596,232,0
14237,597,234,1
14293,599,235,1
14294,601,228,1
14295,600,234,0
14304,598,235,1
14317,601,231,1
14438,601,230,1
14482,600,235,1
14498,596,233,1
14498,598,232,0
