t,x,y,p
0,828,286,1
12,830,289,1
21,832,287,1
32,831,289,0
46,827,283,1
120,832,286,1
154,832,288,1
172,830,290,0
176,831,290,0
198,829,289,0
199,832,283,1
217,755,708,0
236,1158,540,0
280,832,284,1
295,832,290,1
300,832,289,1
318,831,291,0
368,764,703,1
427,832,291,1
449,830,291,1
491,772,681,1
499,734,718,0
501,831,292,1
552,833,289,0
564,829,290,1
566,832,292,1
663,831,293,0
674,736,719,0
682,833,292,0
697,832,293,1
699,833,290,0
715,827,284,1
774,830,292,1
776,851,631,1
779,615,323,0
830,755,706,0
840,767,704,1
868,826,280,1
874,754,703,1
874,832,294,0
887,831,294,0
893,830,293,1
902,833,293,0
905,754,705,0
907,833,291,0
982,832,295,1
984,833,294,1
1002,767,707,1
1071,823,269,1
1124,833,295,0
1148,832,296,0
1149,831,295,1
1190,833,296,0
1327,832,297,1
1351,834,293,0
1359,833,297,0
1378,834,295,0
1417,831,296,0
1461,833,298,0
1467,834,294,0
1508,833,288,0
1510,834,297,0
1526,832,298,0
1532,834,296,0
1534,831,297,0
1547,757,709,0
1552,512,33,0
1637,832,288,0
1654,833,299,0
1671,834,298,1
1749,834,299,1
1784,832,299,1
1803,833,300,0
1851,830,294,0
1861,834,300,0
1982,733,714,1
2009,833,301,1
2020,834,301,0
2060,835,299,0
2085,832,300,0
2095,835,297,0
2128,834,302,1
2159,614,326,1
2166,833,302,0
2168,835,300,0
2219,765,703,1
2246,931,568,0
2250,832,301,0
2250,835,295,1
2263,834,303,0
2267,835,302,1
2271,835,301,1
2356,834,292,0
2380,835,298,1
2385,835,303,1
2409,833,303,0
2441,834,304,0
2466,614,325,1
2532,754,704,1
2542,835,304,1
2576,800,713,1
2621,834,305,1
2638,835,305,0
2652,836,303,0
2688,832,302,0
2718,835,296,0
2749,754,702,1
2776,835,306,0
2796,759,708,0
2822,834,306,0
2847,836,305,1
2850,833,304,0
2859,836,304,0
2873,836,300,0
2876,752,702,1
2920,836,306,0
2946,833,305,0
2953,835,307,1
3001,836,302,0
3036,836,301,0
3047,834,307,1
3053,836,307,0
3126,835,308,0
3145,764,681,1
3169,836,308,0
3272,836,309,0
3288,835,309,1
3346,834,308,1
3434,836,310,1
3450,837,305,1
3477,835,310,1
3495,837,306,0
3503,837,309,0
3524,837,308,0
3536,833,306,1
3553,837,307,0
3575,836,311,1
3580,837,310,1
3685,837,311,0
3713,758,708,0
3764,836,312,1
3772,835,311,0
3775,764,704,0
3821,837,312,0
3914,833,287,0
3918,837,313,0
3921,838,309,0
3923,836,313,0
4017,838,310,0
4023,834,309,1
4069,835,312,0
4069,837,314,0
4074,770,682,1
4075,838,312,0
4086,838,311,1
4125,546,145,1
4135,756,707,0
4139,838,313,0
4140,836,314,1
4176,837,304,1
4187,753,704,0
4237,837,315,0
4246,838,314,0
4350,838,315,0
4359,837,316,1
4381,836,315,1
4423,838,316,1
4459,803,708,0
4565,838,317,0
4572,837,317,1
4603,839,313,0
4611,839,312,1
4653,755,705,0
4673,618,81,0
4737,838,318,1
4751,839,316,0
4788,837,318,0
4801,839,317,1
4853,834,310,0
4865,838,319,0
4876,835,313,0
4884,839,318,1
4885,836,316,1
4926,839,315,1
4928,835,314,0
4956,839,314,1
4966,613,328,1
4966,836,317,1
4998,839,319,0
5006,837,319,1
5037,838,320,1
5090,839,320,1
5205,838,321,0
5207,839,321,0
5217,733,715,0
5362,833,307,1
5368,839,322,0
5383,840,320,0
5393,840,319,1
5411,838,322,1
5415,837,320,0
5441,840,321,1
5502,839,323,1
5512,840,322,1
5589,760,709,0
5597,841,321,0
5610,840,323,0
5612,347,442,0
5651,837,321,1
5708,839,324,0
5726,840,324,0
5737,838,323,1
5746,834,291,0
5752,840,317,0
5756,841,322,1
5889,839,325,1
5908,840,318,0
5913,840,325,0
5924,838,324,0
5978,840,326,0
5986,763,702,0
6060,841,324,1
6094,841,323,1
6105,839,326,0
6111,841,325,0
6135,841,326,0
6145,840,327,1
6179,801,713,0
6256,612,329,1
6281,841,327,0
6289,840,328,1
6299,839,327,1
6381,838,308,0
6387,841,328,0
6442,754,701,0
6442,854,633,0
6445,838,325,0
6495,840,329,1
6495,841,329,0
6556,837,322,0
6556,840,322,1
6633,841,330,1
6652,842,326,0
6693,842,329,0
6719,842,328,1
6722,753,703,1
6730,840,330,0
6771,842,327,0
6778,841,331,1
6796,842,325,1
6804,842,330,0
6919,842,331,0
6943,851,632,1
6950,840,316,1
6980,841,332,1
6989,839,328,1
7035,842,332,0
7063,839,329,1
7067,768,683,1
7136,841,333,1
7149,842,333,0
7185,840,331,1
7274,840,332,1
7274,843,332,0
7304,842,334,0
7331,841,334,0
7398,753,705,0
7400,843,333,1
7416,753,706,1
7424,842,335,0
7435,843,334,1
7516,612,330,1
7588,843,335,0
7594,841,335,1
7647,842,336,1
7669,843,336,0
7721,843,331,0
7789,843,337,0
7812,842,337,1
7821,840,333,1
7826,767,682,0
7877,754,707,0
7921,843,338,0
7932,843,330,0
7993,841,336,0
8006,842,338,0
8058,843,339,0
8059,844,337,0
8064,843,329,0
8124,844,338,0
8164,844,339,1
8174,843,340,1
8194,844,336,0
8243,844,340,1
8258,840,334,0
8293,842,339,0
8300,754,705,1
8300,755,700,1
8322,844,334,1
8395,765,682,1
8398,843,341,1
8401,754,703,1
8407,755,704,0
8424,844,341,1
8439,756,706,1
8504,856,633,0
8582,844,342,0
8622,615,322,1
8649,842,340,0
8668,844,335,0
8674,843,342,1
8685,899,350,1
8694,844,343,1
8727,845,340,0
8731,845,339,1
8754,845,342,1
8810,843,343,1
8821,845,338,0
8840,845,343,1
8841,763,680,1
8845,845,341,1
8896,844,344,0
8949,845,344,0
8973,850,629,0
9010,763,678,0
9048,845,345,1
9064,844,345,0
9083,842,341,1
9175,845,346,0
9249,765,707,0
9260,845,347,1
9270,844,346,1
9338,611,332,1
9362,846,346,0
9410,846,345,0
9423,763,699,1
9456,846,347,1
9468,844,347,1
9470,845,337,0
9482,845,348,0
9517,612,331,0
9534,850,630,1
9575,846,343,1
9600,846,348,1
9615,843,344,0
9645,846,342,1
9684,845,349,1
9709,846,349,0
9768,846,344,1
9784,611,331,1
9792,845,350,0
9820,847,347,1
9830,846,350,0
9857,1231,270,0
9907,841,337,0
9949,755,701,0
9956,847,350,0
9965,844,348,0
9977,844,349,0
9993,845,336,1
10007,846,351,1
10013,737,719,1
10037,838,326,1
10056,754,706,1
10087,733,717,0
10107,846,352,0
10111,847,351,0
10119,852,633,0
10146,845,351,0
10187,847,349,1
10232,847,352,0
10300,763,698,0
10303,65,492,1
10303,846,353,0
10336,847,353,1
10350,763,697,0
10387,763,679,0
10399,844,350,0
10406,845,352,0
10463,847,354,0
10467,847,348,1
10534,846,354,1
10583,847,355,1
10621,848,351,1
10651,754,704,1
10697,848,353,1
10774,848,355,0
10777,846,355,1
10789,847,356,0
10851,848,354,0
10859,848,356,1
10933,844,333,1
10936,754,702,1
10977,847,357,0
11002,848,357,0
11007,611,333,1
11043,852,632,0
11084,848,358,0
11151,847,358,1
11164,846,351,0
11167,850,628,0
11229,846,356,0
11256,848,352,1
11265,848,359,0
11308,850,631,0
11318,849,358,0
11426,848,360,0
11447,849,359,0
11483,849,360,0
11483,846,357,1
11504,848,361,0
11625,847,359,1
11630,847,355,0
11632,849,357,0
11653,849,361,1
11724,753,701,1
11733,848,362,1
11736,849,362,0
11845,847,346,0
11867,849,363,0
11923,848,363,0
11946,850,362,0
11961,847,360,1
12021,850,363,1
12072,849,364,0
