t,x,y,p
0,383,17,1
0,539,87,1
4,1151,688,0
4,869,397,0
4,1271,622,1
6,447,384,1
6,607,296,1
6,1108,588,0
7,1173,388,1
9,457,410,0
9,871,610,1
9,1105,690,0
11,216,687,0
11,466,397,0
14,474,43,1
17,85,498,0
19,233,24,1
21,1083,4,1
21,683,250,1
22,1122,438,1
23,979,500,0
23,1217,14,1
25,1166,251,1
28,679,257,0
30,1183,455,0
31,186,208,1
33,478,437,0
33,1230,476,0
34,462,410,0
36,680,258,0
40,284,237,0
40,817,286,0
41,1274,593,0
41,614,274,0
46,505,133,0
49,971,150,0
50,473,382,0
50,278,236,0
51,1236,405,0
53,456,397,0
58,1091,692,0
59,686,254,0
61,1092,487,0
62,30,404,0
67,51,245,1
68,1200,558,1
68,472,373,0
74,670,313,1
74,1258,135,1
75,366,13,1
76,1157,602,0
79,1030,687,0
80,93,566,1
82,464,382,1
83,291,195,1
84,990,231,1
87,77,18,1
87,1247,530,1
91,945,684,1
91,1197,698,0
93,464,385,1
93,1124,528,1
95,10,364,0
97,747,196,1
97,1273,449,0
98,1097,664,1
99,608,297,1
101,467,412,1
103,944,638,0
105,465,359,1
107,1160,348,0
108,186,209,1
110,478,427,0
112,1185,529,1
115,946,171,0
117,1143,391,1
119,1278,299,0
124,1147,601,1
125,1276,660,0
128,213,682,0
136,461,381,0
142,455,413,0
146,445,421,0
147,607,297,1
147,431,16,1
149,401,61,0
151,141,203,1
153,255,231,1
153,466,398,0
153,478,398,1
155,1194,325,0
155,531,8,0
155,1019,61,1
155,1206,343,1
155,463,441,0
156,461,402,0
164,838,117,1
168,475,384,1
170,1260,441,1
171,907,313,0
173,873,379,1
175,755,105,1
179,31,406,0
179,1102,532,0
183,466,22,0
189,185,211,1
189,184,212,1
194,1250,689,0
195,172,46,1
197,679,256,0
200,680,255,0
202,522,384,0
205,446,403,1
206,521,381,0
209,471,406,0
211,183,213,1
213,447,387,1
214,500,17,0
218,875,380,0
221,1072,429,0
232,1120,387,0
235,1264,436,0
240,1162,573,1
241,1180,582,0
243,1084,491,0
243,445,407,1
244,615,172,1
246,154,53,0
247,1207,261,0
247,1057,621,1
249,612,282,0
251,992,583,1
252,476,377,0
254,1239,420,0
256,460,373,0
257,1142,324,0
257,870,403,0
264,398,30,1
265,472,365,0
269,683,258,0
270,1240,388,0
272,237,24,0
277,1069,0,1
278,176,221,0
280,462,462,0
280,516,375,0
282,976,383,1
288,160,459,1
288,33,189,1
288,1055,313,0
291,686,255,0
291,608,298,1
292,1241,445,0
292,870,389,0
292,1189,697,1
294,458,403,1
295,530,332,0
295,993,659,0
303,466,387,0
303,1232,375,1
305,479,312,1
305,871,670,0
311,1244,362,0
311,610,287,0
312,471,395,1
313,480,418,0
322,461,33,1
324,607,298,1
326,1247,690,0
332,405,12,0
334,1133,446,0
334,20,242,1
335,953,502,0
336,611,284,0
336,866,392,0
339,681,256,0
340,297,6,0
343,1233,375,1
354,244,97,1
358,1214,412,0
360,1216,552,0
361,184,172,1
362,573,292,1
362,685,250,1
364,1017,353,0
364,947,15,1
366,392,268,1
366,547,399,1
367,1222,476,1
371,380,663,1
371,254,6,0
372,232,7,1
377,502,11,1
379,1058,560,1
381,425,411,1
385,144,62,0
386,155,59,1
387,1182,455,0
389,888,229,0
391,216,99,1
392,873,386,0
396,1227,505,0
402,485,223,1
403,1060,527,1
406,1152,62,1
406,231,21,1
424,147,444,1
434,1253,173,0
435,1064,406,1
436,396,7,1
437,467,368,0
438,681,236,1
438,689,239,1
439,296,215,0
441,1279,671,1
444,610,288,0
445,473,397,1
446,1225,521,0
448,1250,343,1
454,459,383,0
454,1140,489,0
459,1030,303,1
462,472,363,0
463,420,12,0
463,291,493,0
466,1198,483,0
466,581,149,0
467,974,91,0
468,983,524,1
470,1234,690,1
472,1099,527,0
473,479,423,0
474,1270,661,0
474,171,226,1
476,683,254,0
476,473,404,0
477,1252,467,1
481,1153,665,0
482,607,299,1
484,407,12,1
486,815,83,1
487,16,375,0
492,84,2,1
493,618,255,0
495,183,212,1
495,685,252,0
497,454,394,1
498,476,387,0
498,1051,460,0
499,1141,577,1
504,1233,300,1
507,283,242,0
508,224,693,0
511,1085,505,0
514,1043,412,1
517,1121,607,0
520,1021,55,1
521,608,299,1
523,254,7,0
525,467,396,0
529,171,619,0
533,519,19,1
533,178,210,1
535,689,241,1
535,1095,438,0
537,1212,600,0
540,706,137,0
541,536,113,1
543,872,381,1
543,459,370,1
545,23,20,1
546,1156,240,1
546,680,250,1
548,457,374,1
549,35,412,0
550,484,223,1
553,941,365,1
555,451,409,1
557,1110,482,1
569,1272,299,0
574,760,276,0
578,46,326,1
585,460,369,1
585,1159,113,0
589,445,32,1
591,35,414,0
592,1061,646,1
594,932,121,1
594,1125,224,1
596,1021,368,0
599,607,300,1
600,15,209,1
600,1273,255,0
601,1087,494,1
604,1003,614,1
607,450,719,1
612,446,404,1
614,8,359,0
615,611,281,0
617,527,51,0
619,1024,72,1
625,689,236,1
625,498,247,1
629,1190,611,0
632,520,369,0
633,687,243,1
637,1226,552,0
637,11,366,0
645,30,309,1
655,466,404,1
656,347,637,1
657,816,310,0
663,184,36,0
665,472,413,0
665,696,215,1
666,770,691,0
667,466,364,1
668,1261,542,1
668,1264,519,1
670,1053,20,1
672,182,175,1
672,180,212,1
672,1106,707,1
676,885,143,1
677,460,410,1
677,261,238,1
678,1138,509,0
680,1152,644,1
680,941,619,0
681,1007,484,1
692,681,258,0
692,284,234,0
693,54,458,1
693,481,409,1
698,478,410,1
699,470,388,0
699,867,392,0
701,679,258,0
706,858,586,0
707,981,680,1
707,509,364,1
707,370,245,1
709,869,314,1
709,1246,304,1
711,67,482,1
713,1265,679,1
717,165,227,0
719,268,5,0
720,521,420,0
723,465,384,1
727,412,31,1
727,503,31,1
734,18,381,0
736,1137,635,0
736,471,393,1
738,477,442,0
739,854,643,0
741,976,533,1
741,1161,248,0
742,1147,597,0
743,1275,356,0
744,685,257,0
748,862,392,1
749,684,176,0
750,7,369,1
750,1274,656,0
751,278,246,1
752,998,577,0
753,1018,255,1
754,1145,579,0
760,936,718,0
761,533,138,1
763,1224,475,1
765,1090,44,1
768,29,307,1
770,52,444,0
771,1069,664,0
774,947,322,0
776,1015,635,1
777,142,0,1
777,1173,658,1
778,607,301,1
782,181,215,1
786,183,209,1
786,350,203,1
789,1189,506,0
795,309,367,1
797,95,511,0
798,184,209,1
801,101,521,0
803,479,422,0
808,470,409,0
810,1186,430,1
811,680,259,0
812,1211,410,1
815,26,395,0
819,277,60,1
821,1248,376,0
822,478,434,0
826,185,213,1
827,457,405,1
827,1122,647,0
832,1148,456,1
833,516,200,1
835,473,38,1
836,471,389,0
836,47,329,1
837,478,386,0
837,777,260,1
845,24,268,0
851,1084,486,1
853,97,514,0
855,1087,623,0
856,1202,353,1
856,610,286,0
856,1123,209,0
858,185,215,1
858,1187,623,0
860,271,8,1
860,606,301,1
861,661,23,1
861,473,389,0
862,686,233,1
870,1250,3,1
872,183,210,1
872,184,210,1
873,1243,94,1
874,479,384,0
874,1229,552,0
874,1069,426,1
876,1053,532,0
878,976,635,0
878,34,410,0
880,684,256,0
881,1258,697,0
884,688,237,1
885,449,380,0
886,679,245,1
890,80,24,0
891,487,23,1
896,1203,540,0
896,912,672,0
899,303,118,1
900,486,49,1
900,118,313,1
900,13,169,1
901,1203,701,0
901,119,549,0
901,253,549,1
902,682,259,0
902,978,247,1
902,1036,254,1
903,692,211,1
904,1236,642,0
904,606,300,1
904,12,406,0
906,435,566,0
907,93,188,1
915,1189,84,1
917,57,93,1
917,1143,183,0
918,503,35,0
919,466,394,0
922,184,211,1
922,209,505,1
923,956,657,0
923,462,409,0
924,134,569,0
925,689,237,1
926,685,244,1
926,182,215,1
927,1007,624,0
928,892,567,0
928,1192,675,1
931,436,707,1
931,610,289,0
931,134,289,1
931,609,292,0
933,466,400,0
935,678,245,1
937,141,441,1
940,687,247,1
944,1238,690,1
947,471,425,1
950,54,446,0
951,686,250,1
954,1234,405,0
958,1279,397,0
959,467,390,0
959,607,302,1
959,264,17,1
964,185,23,0
966,1251,665,0
967,1261,412,0
973,1196,699,0
975,1250,427,0
976,456,382,1
977,1222,634,1
979,463,403,0
981,623,166,0
983,1053,539,1
983,99,52,0
987,1276,309,0
988,1253,719,1
990,606,302,1
991,181,214,1
991,573,293,1
993,463,405,0
995,1267,286,0
995,957,644,0
998,452,393,0
998,890,430,1
1005,207,18,0
1005,263,33,0
1006,553,395,1
1006,1095,700,0
1007,103,522,0
1010,85,248,1
1011,1206,506,0
1016,226,42,1
1016,684,238,0
1019,870,386,0
1027,459,398,1
1030,1255,382,0
1032,1268,258,0
1033,1218,552,0
1034,466,362,1
1035,324,124,0
1035,682,233,0
1042,183,208,1
1042,475,385,1
1043,1273,646,0
1043,973,712,0
1044,473,365,0
1046,1203,501,0
1047,1269,301,0
1049,552,423,1
1053,178,193,0
1057,389,288,0
1057,1005,635,0
1058,1068,675,0
1058,79,488,0
1063,263,5,1
1065,171,143,1
1068,1186,549,0
1069,185,212,1
1071,1149,535,0
1072,456,414,0
1072,462,403,0
1075,117,147,0
1079,473,420,1
1079,126,311,0
1086,91,264,1
1092,687,257,0
1095,790,632,0
1100,61,346,1
1101,356,233,1
1101,921,682,0
1103,470,387,0
1104,471,405,0
1104,472,383,0
1108,130,563,0
1109,366,254,1
1112,1279,437,1
1117,926,633,1
1119,473,381,0
1121,463,404,0
1121,1202,451,1
1122,478,440,0
1123,879,401,0
1123,1221,0,1
1126,462,363,1
1134,350,636,1
1136,541,75,1
