t,x,y,p
0,331,214,1
4,759,337,1
26,926,29,0
30,286,393,0
33,1180,48,0
40,1243,402,1
40,251,465,1
46,81,584,0
49,1191,241,1
49,1254,121,0
54,232,213,1
56,820,247,0
56,1247,355,0
58,137,146,1
76,1254,219,0
78,836,217,0
81,1250,31,0
85,364,321,1
96,1275,496,0
108,497,200,0
112,4,447,0
112,401,61,0
121,1180,132,1
123,1254,124,0
125,319,441,0
130,105,308,0
132,1189,114,0
133,1255,163,0
140,351,348,1
145,313,621,1
153,653,594,0
163,12,710,1
170,560,543,0
170,128,516,1
171,236,695,1
171,885,118,0
173,931,19,0
173,1261,454,1
175,445,421,0
183,144,683,0
185,953,502,0
192,1264,374,1
197,746,377,0
199,100,479,1
202,1199,198,1
209,1202,310,0
215,1269,513,0
217,30,715,0
221,152,513,0
221,152,134,1
224,831,226,0
225,1174,454,0
226,912,61,0
228,0,607,0
228,1192,143,0
233,927,27,0
233,849,167,1
233,270,369,1
234,285,534,1
239,1079,461,0
240,1209,525,0
243,10,494,0
247,218,513,0
259,129,392,0
261,192,210,1
265,1248,5,0
266,179,109,1
270,1254,212,0
273,56,627,0
274,258,227,1
275,1079,465,0
278,1199,188,1
284,892,77,1
288,187,142,1
289,417,283,1
291,239,226,1
301,1197,154,1
304,491,579,0
319,258,440,0
320,1193,273,1
322,807,251,1
323,871,148,0
324,216,496,0
326,321,412,1
336,324,124,0
339,121,338,1
339,421,598,0
343,191,448,1
347,612,715,1
348,1110,543,0
351,423,340,1
353,647,424,1
359,1253,173,0
367,104,388,0
367,429,222,1
371,508,684,1
372,293,618,1
379,904,78,0
381,316,371,0
384,1254,171,0
390,190,133,1
390,560,536,1
400,458,548,1
402,1182,66,0
409,329,281,0
414,104,385,0
415,1188,107,0
418,1160,6,1
423,850,190,0
427,869,152,0
435,387,191,1
442,196,216,0
444,1187,100,0
446,843,204,0
449,1250,439,1
452,1188,559,0
459,1244,379,0
470,1191,402,0
476,939,0,0
476,1267,354,1
476,1201,241,1
477,477,632,0
478,170,304,0
484,884,120,0
488,53,610,1
488,195,199,1
490,139,176,1
493,41,409,0
496,1250,29,0
497,514,578,1
498,1123,209,0
502,210,718,1
505,174,166,1
510,88,591,0
517,1253,76,0
522,409,645,0
525,107,644,1
532,184,149,1
535,1197,400,1
535,209,399,1
538,504,560,1
542,1253,85,0
542,290,447,0
544,854,181,0
545,1195,336,1
545,525,457,1
548,542,507,1
550,118,380,1
554,189,432,1
555,1254,162,0
560,1254,114,0
563,58,301,0
566,331,561,1
570,1193,151,0
573,1198,208,0
577,1251,69,0
580,823,238,0
584,1274,498,0
588,895,70,1
591,1195,399,0
593,27,366,1
595,123,515,0
606,470,476,0
608,1186,178,1
609,840,209,0
612,193,151,0
613,739,373,1
617,910,38,1
619,1201,263,0
636,647,606,1
639,244,502,1
646,1199,224,0
648,587,710,1
650,1175,13,0
655,340,270,0
663,795,274,1
669,844,201,0
669,481,316,1
675,1255,165,0
675,22,661,0
680,1255,194,0
693,1177,107,1
693,1253,83,0
695,1190,90,1
697,141,171,1
697,1079,466,0
700,790,632,0
704,1196,653,0
706,218,589,0
708,1198,385,1
709,330,443,0
713,829,231,0
714,1196,501,1
716,144,334,0
720,1252,261,0
729,789,284,1
729,1182,463,1
737,415,328,1
737,520,706,1
737,362,310,1
742,894,98,0
745,40,404,0
746,125,333,0
746,1279,234,1
752,305,621,1
754,81,674,0
759,25,344,0
768,834,221,0
768,611,599,0
770,1172,76,1
772,1243,491,0
773,1194,275,1
773,1187,192,1
788,311,388,1
794,66,596,0
796,1184,471,0
798,907,72,0
799,50,488,0
801,1254,119,0
801,156,180,1
802,817,286,0
805,908,69,0
806,1167,44,1
806,1202,307,0
806,496,402,0
807,624,598,1
810,250,654,0
811,473,372,1
813,792,278,1
831,898,63,1
831,220,363,0
831,91,685,1
832,1254,186,0
837,53,692,0
838,849,192,0
839,1267,353,1
840,286,417,1
844,1248,341,0
846,1247,353,0
846,906,45,1
847,206,337,1
850,808,268,0
860,1202,295,0
864,119,339,0
865,1197,194,0
866,838,189,1
870,417,360,1
870,755,361,0
878,1079,468,0
880,389,256,1
881,791,299,0
886,475,614,1
886,161,184,1
886,211,714,0
893,42,518,1
900,1256,425,1
904,1245,397,0
906,415,304,1
906,1183,36,1
910,50,334,0
912,850,165,1
913,1079,467,0
915,132,473,0
915,530,332,0
917,215,372,0
919,852,186,0
920,261,632,1
923,681,684,1
924,30,719,1
929,279,466,0
932,1196,145,1
934,148,162,1
940,320,446,0
944,173,205,1
952,1191,455,0
955,1255,141,0
957,182,441,1
957,485,580,1
966,536,551,0
970,634,624,1
979,289,496,0
980,891,79,1
986,337,584,0
988,1209,287,1
989,447,312,0
1001,1188,462,0
1006,469,327,0
1011,108,708,0
1015,889,108,0
1018,167,382,1
1019,112,420,1
1023,167,113,0
1024,167,204,0
1024,1183,151,1
1026,1201,267,0
1030,319,443,0
1032,91,331,0
1033,740,371,1
1036,829,207,1
1041,291,699,0
1042,1260,397,1
1043,130,392,1
1044,161,421,0
1057,1254,223,0
1060,217,166,1
1066,1252,285,0
1067,207,679,1
1072,621,470,1
1077,246,700,0
1090,855,155,1
1098,101,451,1
1098,1238,611,1
1105,93,377,1
